type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Treated,65,52,5-Extremely,Micro (1-4),Paying vendors,Open,469,3.4,2,Ottawa
Treated,38,46,5-Extremely,Small (5-99),Rent,Open,486,3.7,2,Toronto
Treated,51,51,5-Extremely,Small (5-99),Rent,Open,464,3.3,2,Thunder Bay
Treated,46,49,3-Moderately,Micro (1-4),Paying vendors,Open,9,3.6,2,Ottawa
Treated,44,44,2-Slightly,Small (5-99),Payroll,Open,403,2.5,2,Ottawa
Treated,45,48,5-Extremely,Small (5-99),Business taxes,Open,493,3.9,1,Toronto
Treated,50,47,5-Extremely,Small (5-99),Payroll,Open,402,4.3,2,Ottawa
Treated,50,56,3-Moderately,Small (5-99),Rent,Closed,174,3.3,2,Toronto
Treated,60,57,5-Extremely,Small (5-99),Payroll,Open,105,3.1,2,Toronto
Treated,46,44,4-Very,Small (5-99),Payroll,Open,31,4.2,3,Toronto
Treated,48,48,4-Very,Micro (1-4),Business taxes,Open,229,4.1,2,Ottawa
Treated,44,45,5-Extremely,Micro (1-4),Paying vendors,Open,151,4.1,2,Toronto
Treated,51,45,3-Moderately,Small (5-99),Paying vendors,Open,244,3.2,2,Hamilton
Treated,39,50,5-Extremely,Small (5-99),Rent,Open,206,2.2,2,Toronto
Treated,44,49,5-Extremely,Small (5-99),Business taxes,Open,6,3.5,2,Hamilton
Treated,51,49,5-Extremely,Small (5-99),Rent,Open,112,3.3,2,Hamilton
Treated,58,52,3-Moderately,Micro (1-4),Paying vendors,Open,191,2.8,2,Hamilton
Treated,58,48,4-Very,Small (5-99),Insurance,Open,37,3.8,2,Hamilton
Treated,69,51,1-Not at all,Micro (1-4),Paying vendors,Open,337,2.7,2,Toronto
Treated,41,52,5-Extremely,Small (5-99),Paying vendors,Open,31,3.7,2,Ottawa
Treated,43,52,3-Moderately,Small (5-99),Payroll,New,321,3,2,Hamilton
Treated,41,48,4-Very,Small (5-99),Paying vendors,Open,78,3.9,3,Hamilton
Treated,44,48,1-Not at all,Small (5-99),Insurance,Open,357,3.6,3,London
Treated,41,44,4-Very,Small (5-99),Rent,Open,22,3.4,2,London
Treated,44,51,3-Moderately,Small (5-99),Rent,Open,351,3.2,2,Toronto
Treated,49,54,5-Extremely,Small (5-99),Payroll,Open,320,3.5,1,Hamilton
Treated,42,50,4-Very,Medium (100-499),Paying vendors,Open,86,3.7,2,London
Treated,47,45,4-Very,Small (5-99),Rent,Open,259,3.2,2,Toronto
Treated,49,56,3-Moderately,Micro (1-4),Insurance,Open,478,2.8,2,Toronto
Treated,46,50,4-Very,Small (5-99),Rent,Open,106,3.8,3,Toronto
Treated,47,43,5-Extremely,Small (5-99),Insurance,Open,195,3.6,2,Toronto
Treated,54,49,3-Moderately,Small (5-99),Business taxes,Open,384,3.6,2,Hamilton
Treated,56,50,4-Very,Small (5-99),Paying vendors,Open,118,3.4,1,Ottawa
Treated,50,50,5-Extremely,Small (5-99),Rent,Open,153,3.4,3,Toronto
Treated,47,45,5-Extremely,Micro (1-4),Business taxes,Open,159,4.1,3,London
Treated,53,51,3-Moderately,Small (5-99),Rent,Open,4,3.4,3,London
Treated,39,49,5-Extremely,Small (5-99),Insurance,Open,249,4,2,Toronto
Treated,51,48,4-Very,Small (5-99),Business taxes,Open,338,3.7,2,Ottawa
Treated,40,44,3-Moderately,Micro (1-4),Rent,Open,437,3.1,2,Toronto
Treated,51,44,5-Extremely,Micro (1-4),Insurance,Open,365,3.8,2,Hamilton
Treated,44,52,4-Very,Small (5-99),Business taxes,Open,380,3.1,3,London
Treated,67,49,1-Not at all,Small (5-99),Rent,Open,461,3.5,2,Toronto
Treated,33,53,4-Very,Small (5-99),Rent,Open,453,2.9,1,Toronto
Treated,56,60,5-Extremely,Micro (1-4),Rent,Open,197,3.6,2,Toronto
Treated,40,58,5-Extremely,Small (5-99),Paying vendors,Open,270,3.3,2,Ottawa
Treated,58,45,5-Extremely,Micro (1-4),Payroll,Open,482,3.8,2,Toronto
Treated,48,51,2-Slightly,Small (5-99),Rent,Open,283,2.8,1,Toronto
Treated,40,49,3-Moderately,Small (5-99),Business taxes,Open,460,4.7,2,Toronto
Treated,45,55,5-Extremely,Small (5-99),Rent,Open,328,3.5,2,Toronto
Treated,59,54,4-Very,Small (5-99),Business taxes,Closed,471,3.8,3,Toronto
Treated,49,47,5-Extremely,Micro (1-4),Payroll,Open,202,3.6,3,London
Treated,52,48,2-Slightly,Small (5-99),Business taxes,Open,94,3.9,2,Hamilton
Treated,52,56,4-Very,Small (5-99),Business taxes,Open,296,3,2,Hamilton
Treated,41,50,5-Extremely,Small (5-99),Insurance,Open,49,4.4,2,Ottawa
Treated,56,47,4-Very,Small (5-99),Paying vendors,Open,119,2.8,2,Toronto
Treated,48,45,5-Extremely,Small (5-99),Paying vendors,Open,152,2.7,2,Ottawa
Treated,39,57,4-Very,Small (5-99),Payroll,Closed,56,3.9,3,Toronto
Treated,44,51,4-Very,Small (5-99),Business taxes,Open,132,3.8,1,Toronto
Treated,50,51,5-Extremely,Small (5-99),Paying vendors,Open,215,3.5,3,Toronto
Treated,44,47,4-Very,Micro (1-4),Insurance,Closed,26,3.9,2,Toronto
Treated,41,49,4-Very,Small (5-99),Insurance,Open,201,4.4,2,Toronto
Treated,49,40,5-Extremely,Small (5-99),Paying vendors,Open,426,3.9,3,London
Treated,53,55,4-Very,Small (5-99),Rent,Open,496,3.8,2,Toronto
Treated,39,49,4-Very,Medium (100-499),Insurance,Open,222,3.3,3,Ottawa
Treated,45,47,5-Extremely,Small (5-99),Rent,Open,228,2.5,2,Toronto
Treated,47,49,5-Extremely,Small (5-99),Payroll,Open,129,3,2,Toronto
Treated,44,48,5-Extremely,Small (5-99),Payroll,New,236,3.2,3,Toronto
Treated,50,54,5-Extremely,Small (5-99),Payroll,Open,377,3.4,2,Toronto
Treated,50,49,3-Moderately,Small (5-99),Insurance,Open,451,4.4,2,London
Treated,51,57,4-Very,Small (5-99),Payroll,Open,289,3.4,2,Hamilton
Treated,37,46,5-Extremely,Small (5-99),Payroll,Open,427,2.6,3,Toronto
Treated,53,51,5-Extremely,Small (5-99),Rent,Open,191,3.5,2,Ottawa
Treated,53,51,3-Moderately,Micro (1-4),Insurance,Open,272,3.3,2,Ottawa
Treated,43,50,5-Extremely,Small (5-99),Payroll,Open,191,2.4,3,Toronto
Treated,49,49,5-Extremely,Small (5-99),Paying vendors,Open,213,4.1,2,Toronto
Treated,55,52,4-Very,Small (5-99),Business taxes,New,195,3.6,2,Toronto
Treated,50,53,4-Very,Small (5-99),Paying vendors,Open,490,3.7,2,Toronto
Treated,40,45,4-Very,Small (5-99),Insurance,Open,296,4,1,London
Treated,37,50,5-Extremely,Small (5-99),Insurance,Open,250,2.8,2,Toronto
Treated,54,45,5-Extremely,Micro (1-4),Payroll,Open,53,4.1,3,Thunder Bay
Treated,49,57,5-Extremely,Small (5-99),Paying vendors,Open,331,2.9,1,Toronto
Treated,48,55,5-Extremely,Small (5-99),Rent,Open,489,3.3,1,Toronto
Treated,48,50,5-Extremely,Small (5-99),Business taxes,Closed,438,3.2,2,Hamilton
Treated,37,52,2-Slightly,Small (5-99),Paying vendors,Open,90,2.9,2,Ottawa
Treated,60,50,4-Very,Small (5-99),Paying vendors,Open,16,3.7,3,Toronto
Treated,41,47,1-Not at all,Small (5-99),Insurance,Open,132,4.3,2,Toronto
Treated,59,41,4-Very,Small (5-99),Rent,Open,229,3.5,2,Toronto
Treated,34,46,5-Extremely,Small (5-99),Business taxes,Open,466,3.4,2,Toronto
Treated,47,49,3-Moderately,Small (5-99),Business taxes,Open,183,3.9,2,Toronto
Treated,57,44,2-Slightly,Small (5-99),Rent,Open,138,4.2,2,Toronto
Treated,47,47,2-Slightly,Micro (1-4),Business taxes,Open,368,4.2,2,Hamilton
Treated,58,42,4-Very,Small (5-99),Insurance,New,138,3.5,1,Toronto
Treated,60,50,3-Moderately,Small (5-99),Rent,Open,432,3.6,3,Toronto
Treated,48,47,3-Moderately,Small (5-99),Payroll,Open,135,3,3,Hamilton
Treated,54,47,5-Extremely,Small (5-99),Paying vendors,Open,47,3,1,Toronto
Treated,52,53,2-Slightly,Small (5-99),Rent,Open,365,3.7,2,Ottawa
Treated,39,46,3-Moderately,Small (5-99),Paying vendors,Open,430,2.3,2,Ottawa
Treated,56,55,1-Not at all,Small (5-99),Business taxes,Open,465,3.7,2,Toronto
Treated,45,52,2-Slightly,Small (5-99),Payroll,Open,436,3,2,Hamilton
Treated,56,56,2-Slightly,Small (5-99),Rent,Open,32,3.3,2,Toronto
Treated,54,53,5-Extremely,Micro (1-4),Business taxes,Open,116,3.5,3,Toronto
Treated,56,57,5-Extremely,Small (5-99),Rent,Open,45,3.2,2,Toronto
Treated,44,46,5-Extremely,Micro (1-4),Paying vendors,Open,384,3.5,2,London
Treated,53,52,5-Extremely,Small (5-99),Rent,Closed,373,3.6,2,Ottawa
Treated,51,47,5-Extremely,Small (5-99),Business taxes,Open,381,3.2,2,Toronto
Treated,54,61,5-Extremely,Small (5-99),Payroll,Open,442,4,2,Toronto
Treated,44,52,2-Slightly,Micro (1-4),Rent,Open,246,4.4,2,Toronto
Treated,52,55,5-Extremely,Small (5-99),Rent,Open,260,3.5,1,Ottawa
Treated,44,53,5-Extremely,Small (5-99),Business taxes,Open,244,4,3,Hamilton
Treated,37,47,2-Slightly,Small (5-99),Payroll,Open,444,3.4,3,Toronto
Treated,47,55,5-Extremely,Small (5-99),Rent,Open,498,2.9,1,Ottawa
Treated,39,49,1-Not at all,Small (5-99),Paying vendors,Open,274,2.2,2,London
Treated,48,50,5-Extremely,Micro (1-4),Business taxes,Open,22,3.7,2,Hamilton
Treated,55,51,4-Very,Micro (1-4),Business taxes,Open,380,3,2,Toronto
Treated,53,43,5-Extremely,Small (5-99),Business taxes,Open,475,3.8,3,Ottawa
Treated,44,47,5-Extremely,Small (5-99),Payroll,Open,331,3.2,1,Toronto
Treated,53,58,4-Very,Small (5-99),Business taxes,Open,328,3.8,2,Toronto
Treated,46,45,3-Moderately,Small (5-99),Rent,Open,367,3.8,2,Ottawa
Treated,65,53,3-Moderately,Small (5-99),Payroll,Open,208,3.2,2,Hamilton
Treated,45,54,4-Very,Micro (1-4),Paying vendors,New,214,3.5,3,London
Treated,45,53,3-Moderately,Small (5-99),Insurance,Closed,10,3.2,2,Toronto
Treated,36,46,3-Moderately,Small (5-99),Business taxes,Open,213,3.2,2,Toronto
Treated,46,53,4-Very,Small (5-99),Business taxes,Open,338,3.2,2,Toronto
Treated,54,60,4-Very,Micro (1-4),Rent,Open,201,3.7,2,Hamilton
Treated,50,51,3-Moderately,Small (5-99),Paying vendors,Open,179,3.9,3,Toronto
Treated,56,50,4-Very,Micro (1-4),Insurance,Open,383,4.5,2,Toronto
Treated,48,47,3-Moderately,Small (5-99),Rent,Open,74,3.2,2,Toronto
Treated,50,46,5-Extremely,Small (5-99),Insurance,Open,423,3.5,2,Thunder Bay
Treated,43,47,4-Very,Small (5-99),Payroll,Open,67,4,1,Toronto
Treated,35,42,4-Very,Small (5-99),Payroll,New,437,2.9,3,Toronto
Treated,45,49,4-Very,Small (5-99),Insurance,Open,182,4.2,3,Toronto
Treated,44,44,5-Extremely,Micro (1-4),Business taxes,Open,143,3.7,2,Toronto
Treated,45,54,5-Extremely,Small (5-99),Business taxes,Open,273,4.4,1,Ottawa
Treated,56,55,4-Very,Micro (1-4),Insurance,Open,348,3.6,2,Toronto
Treated,37,47,3-Moderately,Small (5-99),Payroll,Open,142,3.7,2,Toronto
Treated,55,44,5-Extremely,Small (5-99),Insurance,Open,424,2.9,2,Hamilton
Treated,42,61,5-Extremely,Small (5-99),Paying vendors,Open,73,3.4,2,Toronto
Treated,48,50,4-Very,Small (5-99),Paying vendors,Open,77,3.9,2,Ottawa
Treated,45,50,4-Very,Small (5-99),Payroll,Open,73,4.4,3,London
Treated,43,54,5-Extremely,Micro (1-4),Rent,Open,63,3.4,2,Hamilton
Treated,57,47,5-Extremely,Micro (1-4),Rent,Open,259,3.5,3,Toronto
Treated,47,48,5-Extremely,Small (5-99),Paying vendors,Closed,168,3.6,2,Toronto
Treated,55,44,4-Very,Small (5-99),Paying vendors,Open,70,3.5,2,Toronto
Treated,49,51,2-Slightly,Small (5-99),Payroll,Open,36,3.8,2,Thunder Bay
Treated,53,49,5-Extremely,Small (5-99),Rent,Open,244,3.3,3,Hamilton
Treated,42,55,4-Very,Small (5-99),Business taxes,Open,221,2.9,1,London
Treated,63,47,4-Very,Micro (1-4),Payroll,Open,251,3.6,2,Ottawa
Treated,55,57,5-Extremely,Small (5-99),Business taxes,Open,376,3,3,Hamilton
Treated,52,47,4-Very,Micro (1-4),Insurance,Open,252,3.5,3,Toronto
Treated,51,48,2-Slightly,Small (5-99),Rent,Open,299,3.6,2,Toronto
Treated,41,48,5-Extremely,Small (5-99),Payroll,Open,255,2.8,1,Toronto
Treated,57,49,2-Slightly,Small (5-99),Business taxes,Open,422,3.6,3,Ottawa
Treated,58,45,1-Not at all,Small (5-99),Payroll,Open,125,3.5,1,Toronto
Treated,46,44,5-Extremely,Small (5-99),Rent,Open,399,4.7,1,Toronto
Treated,44,49,5-Extremely,Small (5-99),Insurance,Open,397,4,1,Toronto
Treated,48,48,3-Moderately,Micro (1-4),Business taxes,Open,420,2.9,3,Toronto
Treated,53,50,5-Extremely,Small (5-99),Business taxes,Open,80,2.5,2,Ottawa
Treated,41,47,5-Extremely,Small (5-99),Paying vendors,Open,212,3.8,2,Toronto
Treated,45,44,5-Extremely,Small (5-99),Business taxes,Open,95,3.1,3,Toronto
Treated,45,54,4-Very,Micro (1-4),Rent,Open,314,4.4,2,Toronto
Treated,54,49,5-Extremely,Small (5-99),Business taxes,Open,357,2.3,2,Toronto
Treated,54,57,5-Extremely,Medium (100-499),Business taxes,Open,39,3.4,3,Hamilton
Treated,48,49,3-Moderately,Micro (1-4),Paying vendors,Open,31,3.8,3,Hamilton
Treated,51,57,5-Extremely,Micro (1-4),Business taxes,Open,2,4.3,2,Toronto
Treated,67,59,5-Extremely,Small (5-99),Rent,Open,118,3.3,2,Toronto
Treated,48,59,4-Very,Small (5-99),Insurance,Open,261,3.6,1,Toronto
Treated,51,53,5-Extremely,Micro (1-4),Rent,Open,111,3.3,2,Toronto
Treated,43,55,5-Extremely,Small (5-99),Rent,Closed,172,3.6,2,Toronto
Treated,55,47,3-Moderately,Small (5-99),Insurance,Open,450,2.5,1,Toronto
Treated,54,54,5-Extremely,Micro (1-4),Payroll,Open,207,4.1,3,Toronto
Treated,56,55,5-Extremely,Micro (1-4),Rent,Open,331,3.5,1,Toronto
Treated,49,63,3-Moderately,Small (5-99),Paying vendors,Open,192,2.7,2,Toronto
Treated,40,43,5-Extremely,Small (5-99),Payroll,Open,163,3.6,3,Ottawa
Treated,58,52,2-Slightly,Medium (100-499),Paying vendors,New,320,3.8,2,Toronto
Treated,45,44,5-Extremely,Micro (1-4),Payroll,Open,406,3.9,2,Toronto
Treated,37,59,4-Very,Small (5-99),Payroll,Open,145,3.1,2,Toronto
Treated,40,50,5-Extremely,Small (5-99),Rent,Open,225,3.8,3,Toronto
Treated,43,51,5-Extremely,Small (5-99),Paying vendors,Open,312,2.9,2,Toronto
Treated,53,49,3-Moderately,Small (5-99),Business taxes,Open,201,3.9,2,Toronto
Treated,37,53,5-Extremely,Small (5-99),Rent,Open,105,2.8,2,Hamilton
Treated,44,56,5-Extremely,Micro (1-4),Paying vendors,Open,43,4.3,2,Toronto
Treated,61,33,5-Extremely,Small (5-99),Paying vendors,Open,80,4.9,3,Ottawa
Treated,42,49,4-Very,Small (5-99),Payroll,Open,170,4.1,2,Toronto
Treated,51,48,3-Moderately,Small (5-99),Insurance,Open,102,3.1,3,London
Treated,52,52,3-Moderately,Micro (1-4),Paying vendors,Open,339,4.3,3,Ottawa
Treated,69,46,5-Extremely,Small (5-99),Paying vendors,Open,50,3.9,2,Toronto
Treated,32,41,5-Extremely,Small (5-99),Paying vendors,Open,14,3.9,2,Ottawa
Treated,37,50,2-Slightly,Small (5-99),Rent,Open,280,3.5,2,Toronto
Treated,54,60,5-Extremely,Small (5-99),Paying vendors,Closed,224,3.5,2,Ottawa
Treated,52,56,2-Slightly,Small (5-99),Payroll,Open,43,3.3,2,Toronto
Treated,52,51,5-Extremely,Small (5-99),Business taxes,Open,78,4,2,Thunder Bay
Treated,47,51,5-Extremely,Small (5-99),Business taxes,Open,190,4.1,2,Toronto
Treated,53,50,5-Extremely,Small (5-99),Rent,Open,138,3.6,2,Ottawa
Treated,56,55,5-Extremely,Small (5-99),Paying vendors,Closed,127,3.3,2,Toronto
Treated,41,58,5-Extremely,Micro (1-4),Business taxes,Closed,151,3.3,1,Hamilton
Treated,56,58,2-Slightly,Small (5-99),Rent,Open,289,4.1,2,Toronto
Treated,40,43,5-Extremely,Small (5-99),Insurance,Open,267,3.4,2,Toronto
Treated,54,46,5-Extremely,Micro (1-4),Insurance,Open,183,4.1,2,Ottawa
Treated,45,57,5-Extremely,Small (5-99),Paying vendors,Open,452,3.7,3,Toronto
Treated,47,50,5-Extremely,Small (5-99),Business taxes,Open,53,3.8,2,Toronto
Treated,52,52,4-Very,Small (5-99),Payroll,Open,136,3.7,2,Toronto
Treated,49,46,4-Very,Small (5-99),Insurance,Open,452,3.3,1,Toronto
Treated,52,53,4-Very,Small (5-99),Payroll,Open,274,3.2,3,Toronto
Treated,43,50,4-Very,Small (5-99),Business taxes,New,366,3.6,2,Ottawa
Treated,45,45,5-Extremely,Micro (1-4),Rent,Open,89,4,3,Ottawa
Treated,48,52,3-Moderately,Small (5-99),Rent,Open,43,2.7,1,Toronto
Treated,46,58,4-Very,Small (5-99),Insurance,Open,115,2.9,2,Hamilton
Treated,62,52,4-Very,Small (5-99),Business taxes,Open,384,3.7,2,Toronto
Treated,55,51,5-Extremely,Micro (1-4),Business taxes,Open,439,2.6,2,Toronto
Treated,43,47,5-Extremely,Small (5-99),Rent,Open,191,3.6,2,Toronto
Treated,58,59,3-Moderately,Small (5-99),Business taxes,Open,427,3.7,2,Ottawa
Treated,56,48,5-Extremely,Small (5-99),Rent,Open,333,3.1,2,Toronto
Treated,46,37,5-Extremely,Small (5-99),Insurance,Open,489,4,2,Ottawa
Treated,49,51,4-Very,Small (5-99),Paying vendors,Open,132,2.9,2,London
Treated,41,52,5-Extremely,Small (5-99),Business taxes,New,213,3.6,3,Ottawa
Treated,48,48,5-Extremely,Micro (1-4),Rent,Open,404,2.4,2,Toronto
Treated,39,54,5-Extremely,Small (5-99),Insurance,Open,238,3.4,2,Ottawa
Treated,53,48,5-Extremely,Small (5-99),Business taxes,Open,359,3.6,3,Hamilton
Treated,43,56,4-Very,Small (5-99),Payroll,Open,169,2.8,2,Toronto
Treated,39,55,3-Moderately,Small (5-99),Business taxes,Open,361,3.4,2,Toronto
Treated,41,60,5-Extremely,Micro (1-4),Business taxes,Open,424,3.3,2,Toronto
Treated,44,50,3-Moderately,Small (5-99),Rent,Open,158,3.4,2,Toronto
Treated,52,47,5-Extremely,Small (5-99),Rent,Open,305,4,3,Thunder Bay
Treated,46,53,4-Very,Micro (1-4),Payroll,Open,219,3.3,2,Toronto
Treated,54,52,5-Extremely,Micro (1-4),Rent,Open,115,2.9,2,Ottawa
Treated,47,46,3-Moderately,Small (5-99),Paying vendors,Open,354,2.3,2,Toronto
Treated,51,49,3-Moderately,Small (5-99),Business taxes,Open,284,3.6,3,Toronto
Treated,73,56,5-Extremely,Micro (1-4),Payroll,Open,383,3,3,Toronto
Treated,42,51,5-Extremely,Micro (1-4),Payroll,Open,114,3.9,2,Toronto
Treated,47,40,5-Extremely,Small (5-99),Rent,New,435,4,2,Toronto
Treated,47,59,2-Slightly,Small (5-99),Paying vendors,Open,308,3.8,2,Toronto
Treated,54,52,5-Extremely,Small (5-99),Business taxes,Open,380,3.2,2,Ottawa
Treated,52,53,2-Slightly,Micro (1-4),Payroll,New,344,3.8,2,Toronto
Treated,53,43,2-Slightly,Small (5-99),Business taxes,Open,157,4.3,2,Toronto
Treated,46,45,5-Extremely,Small (5-99),Payroll,Open,338,4.6,2,Toronto
Treated,43,53,5-Extremely,Small (5-99),Payroll,Open,480,3.1,2,Ottawa
Treated,37,49,4-Very,Micro (1-4),Rent,Open,426,3.6,1,Hamilton
Treated,53,44,3-Moderately,Small (5-99),Paying vendors,Open,47,3.5,2,Toronto
Treated,54,58,5-Extremely,Small (5-99),Rent,Open,119,3.7,3,Hamilton
Treated,44,46,2-Slightly,Small (5-99),Payroll,Open,207,3.4,2,Toronto
Treated,46,52,4-Very,Medium (100-499),Paying vendors,Open,103,3.5,2,Toronto
Treated,56,49,5-Extremely,Small (5-99),Paying vendors,Open,402,2.7,2,Ottawa
Treated,35,52,5-Extremely,Small (5-99),Payroll,Open,218,3,2,London
Treated,47,58,5-Extremely,Small (5-99),Rent,Open,3,3.9,2,Ottawa
Treated,46,53,5-Extremely,Small (5-99),Insurance,Open,457,3.1,2,Toronto
Treated,43,46,4-Very,Small (5-99),Rent,Open,406,3.7,2,Hamilton
Treated,50,55,5-Extremely,Small (5-99),Business taxes,Open,175,3.3,3,Toronto
Treated,46,47,5-Extremely,Small (5-99),Business taxes,Open,23,3.2,2,Toronto
Treated,60,56,5-Extremely,Small (5-99),Business taxes,Open,39,2.7,2,Toronto
Treated,40,61,4-Very,Small (5-99),Payroll,Open,126,3.2,1,Toronto
Treated,48,37,5-Extremely,Small (5-99),Paying vendors,Open,282,3.8,2,Hamilton
Treated,36,45,3-Moderately,Small (5-99),Insurance,Open,386,2.9,2,Toronto
Treated,45,43,5-Extremely,Small (5-99),Paying vendors,Open,428,4.2,3,Ottawa
Treated,50,52,3-Moderately,Small (5-99),Paying vendors,Open,237,3.5,2,Hamilton
Treated,56,48,3-Moderately,Small (5-99),Business taxes,New,63,2.7,3,Toronto
Treated,53,49,2-Slightly,Small (5-99),Rent,Open,426,3.7,1,Ottawa
Treated,43,41,5-Extremely,Small (5-99),Rent,Open,386,3.9,2,Ottawa
Treated,54,40,4-Very,Small (5-99),Business taxes,Open,385,3.2,2,Toronto
Treated,58,51,4-Very,Small (5-99),Payroll,Open,176,3.7,2,Toronto
Treated,50,51,5-Extremely,Micro (1-4),Payroll,Open,329,3.3,2,Toronto
Treated,51,53,4-Very,Small (5-99),Rent,Open,157,4.3,2,Toronto
Treated,57,54,4-Very,Small (5-99),Rent,Open,281,3.9,2,Ottawa
Treated,49,46,4-Very,Micro (1-4),Rent,Open,141,3.2,3,Toronto
Treated,46,48,5-Extremely,Small (5-99),Rent,Open,93,3.1,2,Ottawa
Treated,48,51,3-Moderately,Small (5-99),Insurance,Open,414,3.4,1,Hamilton
Treated,49,50,4-Very,Small (5-99),Paying vendors,New,418,3.4,2,Toronto
Treated,50,46,5-Extremely,Micro (1-4),Payroll,Open,490,3.4,3,Toronto
Treated,48,46,4-Very,Micro (1-4),Payroll,Open,347,3.1,2,Toronto
Treated,50,55,5-Extremely,Micro (1-4),Rent,Open,202,3.9,2,Toronto
Treated,45,54,3-Moderately,Small (5-99),Paying vendors,Open,152,3.5,3,Hamilton
Treated,46,57,5-Extremely,Small (5-99),Paying vendors,Open,316,4.1,3,Toronto
Treated,38,41,2-Slightly,Small (5-99),Insurance,New,110,3.9,2,Thunder Bay
Treated,55,53,5-Extremely,Micro (1-4),Payroll,Open,177,3.9,2,Hamilton
Treated,45,47,5-Extremely,Small (5-99),Payroll,Open,163,4,2,Toronto
Treated,55,49,5-Extremely,Small (5-99),Paying vendors,Open,121,3.4,3,Toronto
Treated,50,45,1-Not at all,Small (5-99),Paying vendors,Open,135,3.6,2,Toronto
Treated,41,54,5-Extremely,Small (5-99),Rent,Open,231,2.8,2,Toronto
Treated,36,42,5-Extremely,Micro (1-4),Payroll,Open,447,3,2,Toronto
Treated,56,43,4-Very,Micro (1-4),Paying vendors,Open,208,2.8,2,London
Treated,43,53,3-Moderately,Small (5-99),Rent,Open,191,3.1,2,Toronto
Treated,47,53,5-Extremely,Micro (1-4),Rent,Open,376,3,2,Hamilton
Treated,45,41,5-Extremely,Small (5-99),Insurance,Open,28,3.5,2,Toronto
Treated,51,46,3-Moderately,Small (5-99),Rent,Open,469,3.6,2,Hamilton
Treated,44,44,5-Extremely,Small (5-99),Insurance,Open,415,3.8,2,Ottawa
Treated,46,55,2-Slightly,Small (5-99),Rent,Open,387,3.6,2,Toronto
Treated,52,54,5-Extremely,Micro (1-4),Payroll,Open,182,3.8,2,Hamilton
Treated,44,48,2-Slightly,Small (5-99),Payroll,Open,272,3.2,2,Toronto
Treated,49,45,4-Very,Small (5-99),Paying vendors,Open,72,3.2,2,London
Treated,50,49,4-Very,Micro (1-4),Business taxes,Open,120,3.9,2,Toronto
Treated,55,48,4-Very,Micro (1-4),Business taxes,Open,491,3.1,2,Hamilton
Treated,45,45,5-Extremely,Small (5-99),Insurance,Open,101,4.2,2,Toronto
Treated,47,58,3-Moderately,Small (5-99),Insurance,Open,131,4.1,2,Toronto
Treated,45,54,4-Very,Small (5-99),Business taxes,Open,224,2.9,2,London
Treated,56,52,4-Very,Small (5-99),Rent,Open,300,2.7,2,Ottawa
Treated,55,53,4-Very,Small (5-99),Business taxes,Open,203,3.2,1,Toronto
Treated,54,45,5-Extremely,Micro (1-4),Payroll,Open,101,2.7,2,Thunder Bay
Treated,45,46,2-Slightly,Small (5-99),Paying vendors,Open,253,2.9,1,London
Treated,47,54,5-Extremely,Small (5-99),Paying vendors,Open,434,3.8,2,Toronto
Treated,38,54,5-Extremely,Micro (1-4),Payroll,Open,309,3.5,2,Toronto
Treated,57,53,4-Very,Small (5-99),Paying vendors,Open,489,3.5,2,Toronto
Treated,47,44,3-Moderately,Micro (1-4),Payroll,Open,411,4,2,Hamilton
Treated,48,48,3-Moderately,Small (5-99),Business taxes,Open,147,3.3,2,Toronto
Treated,39,51,5-Extremely,Small (5-99),Business taxes,Closed,254,4.2,2,Toronto
Treated,64,43,4-Very,Small (5-99),Insurance,Open,213,3.9,2,Hamilton
Treated,30,45,4-Very,Small (5-99),Rent,Open,379,3.2,2,Toronto
Treated,39,47,5-Extremely,Small (5-99),Rent,Open,392,3.3,2,Ottawa
Treated,44,53,3-Moderately,Small (5-99),Insurance,Open,101,4,3,Ottawa
Treated,45,53,3-Moderately,Micro (1-4),Paying vendors,Open,458,3.5,2,Hamilton
Treated,53,61,1-Not at all,Micro (1-4),Business taxes,Open,155,2.7,2,Toronto
